scena,cluster_sizes,number_clusters,beta_X_list,latent_ICC,rho11,rho22,rho12,bin_rho0,bin_rho01,ordinal_dist_type,gamma0,gamma1,N,m,small_cluster.x,small_cluster.y,Empirical,Empirical_noadj_model_based,Empirical_noadj_sandwich,Empirical_adj_model_based_K_2,Empirical_adj_sandwich_K_2,Empirical_adj_model_based_K_ncat,Empirical_adj_sandwich_K_ncat,mean_est_rho11,mean_est_rho12,mean_est_rho22,mean_est_beta_treat,mean_var_beta_treat,mean_sandwich_var_beta_treat,n_success,n_tried,n_bad,fail_rate,count_iter
84,50,20,0.4054651081081644,0.02,0.01001610066179986,0.0015502302287268,-7.086203321704589e-4,0.01001610066179986,0.00998090183585973,even,-0.5195744631809277,0.8792860728076928,1000,500,yes,yes,0.7768,0.8344,0.8349,0.7766,0.7768,0.7585,0.7594,0.00711692335941267,2.391238085272573e-5,3.912546636815028e-4,-0.40593308031468234,0.01816407547091153,0.01816817460144635,10000,10000,0,0,3.168
85,50,20,0.6931471805599453,0.02,0.01027570592374058,0.00175214386979049,-7.83532139051996e-4,0.01027570592374058,0.0102137394367527,even,-0.38914353651347233,1.0357550965100768,1000,500,yes,yes,0.9808,0.9855,0.9867,0.9782,0.9808,0.9749,0.9772,0.00720427791062661,2.5667788402498566e-5,6.210855259669411e-4,-0.6929562162230865,0.01875541922165661,0.01865758136607385,10000,10000,0,0,3.1862
86,50,20,0.4054651081081644,0.05,0.0256279546113436,0.00416527680807883,-0.00185415591706065,0.0256279546113436,0.02563312897917953,even,-0.5306746857734366,0.8896821348969451,1000,500,yes,yes,0.6016,0.6689,0.6717,0.6002,0.6016,0.5811,0.5836,0.02138173346793775,-0.00129853126068599,0.00287281037977352,-0.3987223964078135,0.02854873745062424,0.02843611288407538,10000,10000,0,0,3.4301
87,50,20,0.6931471805599453,0.05,0.02548129671539855,0.00437402549095693,-0.00196731493227517,0.02548129671539855,0.02528233081263875,even,-0.40003354080895753,1.0459529978973945,1000,500,yes,yes,0.9203,0.9417,0.9453,0.9164,0.9203,0.9075,0.9124,0.0210032968778946,-0.00105958537881778,0.00291439351703804,-0.6844426315317974,0.02944981915686565,0.02896431387298228,10000,10000,0,0,3.4417
88,100,20,0.4054651081081644,0.01,0.00505726896434369,8.008906316459745e-4,-3.543616204591332e-4,0.00505726896434369,0.00506349961186723,even,-0.5159877182027522,0.8759268660862634,2000,1000,yes,yes,0.9481,0.9621,0.9629,0.9462,0.9481,0.9405,0.9417,0.00353713931112073,-4.900379319290749e-5,2.22952834527151e-4,-0.4053495457451061,0.00875559669010177,0.00875524803933411,10000,10000,0,0,2.9811
89,100,20,0.4054651081081644,0.02,0.01001610066179986,0.0015502302287268,-7.086203321704589e-4,0.01001610066179986,0.00998090183585973,even,-0.5195744631809277,0.8792860728076928,2000,1000,yes,yes,0.8884,0.9149,0.9192,0.8855,0.8884,0.8756,0.8798,0.00837449396327675,-2.9802067280674106e-4,0.00109759266037038,-0.4045839147812903,0.01210249632473222,0.01204185761135744,10000,10000,0,0,3.1185
90,100,20,0.4054651081081644,0.05,0.0256279546113436,0.00416527680807883,-0.00185415591706065,0.0256279546113436,0.02563312897917953,even,-0.5306746857734366,0.8896821348969451,2000,1000,yes,yes,0.7114,0.7662,0.7695,0.7063,0.7114,0.6873,0.6922,0.02215643260959084,-0.00131669115480638,0.00336282572019051,-0.4033388266422326,0.02199508385301078,0.02176768711945533,10000,10000,0,0,3.5044
91,50,50,0.4054651081081644,0.01,0.00505726896434369,8.008906316459745e-4,-3.543616204591332e-4,0.00505726896434369,0.00506349961186723,even,-0.5159877182027522,0.8759268660862634,2500,1250,no,no,0.9936,0.9935,0.9936,0.9924,0.9922,0.9916,0.9917,0.00400374658915263,-6.789237093465377e-5,3.4388397500749424e-4,-0.403819130058644,0.00665251807812282,0.00664591105371493,10000,10000,0,0,2.4465
92,50,50,0.4054651081081644,0.02,0.01001610066179986,0.0015502302287268,-7.086203321704589e-4,0.01001610066179986,0.00998090183585973,even,-0.5195744631809277,0.8792860728076928,2500,1250,no,no,0.9818,0.9816,0.9818,0.977,0.9772,0.9758,0.9764,0.00883984347912065,-3.7382882715765735e-4,0.00109710289698846,-0.40134786226243735,0.00819855377517054,0.00817851422126397,10000,10000,0,0,2.5372
93,50,50,0.4054651081081644,0.05,0.0256279546113436,0.00416527680807883,-0.00185415591706065,0.0256279546113436,0.02563312897917953,even,-0.5306746857734366,0.8896821348969451,2500,1250,no,no,0.9161,0.9145,0.9161,0.9006,0.9016,0.8978,0.8991,0.02351737855034865,-0.00154074482140231,0.00371256191885543,-0.3971304070606104,0.01292278019314722,0.01285229377845357,10000,10000,0,0,2.7935
94,50,100,0.4054651081081644,0.01,0.00505726896434369,8.008906316459745e-4,-3.543616204591332e-4,0.00505726896434369,0.00506349961186723,even,-0.5159877182027522,0.8759268660862634,5000,2500,no,no,1,1,1,1,1,1,1,0.00449520310319192,-2.16271029297349e-4,5.98936469912995e-4,-0.4039267446929488,0.0034526655191792,0.00344809291812462,10000,10000,0,0,2.1844
95,50,100,0.4054651081081644,0.02,0.01001610066179986,0.0015502302287268,-7.086203321704589e-4,0.01001610066179986,0.00998090183585973,even,-0.5195744631809277,0.8792860728076928,5000,2500,no,no,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.00939570039765285,-5.690216289997973e-4,0.0013393934872639,-0.4016018006274969,0.00425920097973019,0.00424639346708063,10000,10000,0,0,2.2694
96,50,100,0.4054651081081644,0.05,0.0256279546113436,0.00416527680807883,-0.00185415591706065,0.0256279546113436,0.02563312897917953,even,-0.5306746857734366,0.8896821348969451,5000,2500,no,no,0.9947,0.9947,0.9947,0.9937,0.9937,0.9936,0.9935,0.02423988600317676,-0.00157654021670931,0.00384718754533138,-0.3954809478527842,0.0067419868323739,0.00670842261639604,10000,10000,0,0,2.517
97,50,10,0.4054651081081644,0.01,0.00502474510252918,0.00206801475370146,-0.00261370045053815,0.00502474510252918,0.00504726278088214,high01low2,-0.00100046410680799,2.427333855158212,500,250,yes,yes,0.528,0.7018,0.698,0.5354,0.528,0.4709,0.4607,8.727196598505586e-4,1.7676671515554288e-4,-7.250362405765287e-4,-0.4058654736500836,0.02604980828962889,0.02694862379622798,10000,10100,100,0.0099009900990099,8.702785763854466
98,50,10,0.6931471805599453,0.01,0.00508582269028084,0.00216101341133332,-0.00267103299716369,0.00508582269028084,0.0051629261466464,high01low2,0.13885882507419414,2.602237132346388,500,250,yes,yes,0.8866,0.9487,0.9485,0.8914,0.8866,0.8569,0.851,9.680649344524584e-4,2.3085495264939352e-4,-6.657174550774642e-4,-0.6898000547488697,0.02671522589760363,0.02856277488849624,10000,10374,374,0.036051667630615,26.263335910320833
99,50,10,0.4054651081081644,0.02,0.01008923032651422,0.0041820149515966,-0.00526493732032021,0.01008923032651422,0.01019573065276206,high01low2,-0.00201642117527899,2.438489768973289,500,250,yes,yes,0.4788,0.6493,0.6462,0.4878,0.4788,0.4225,0.4128,0.00516526119995867,-0.00181256598228049,0.00108922393012792,-0.4043781850686828,0.03142530110228727,0.0324374177287817,10000,10129,129,0.01273570934939283,10.40995940995941
100,50,10,0.6931471805599453,0.02,0.01017268278404626,0.00427656610313363,-0.00528823144606432,0.01017268278404626,0.01046507239500912,high01low2,0.13786344978163112,2.6132393309594564,500,250,yes,yes,0.8381,0.9131,0.9125,0.8451,0.8381,0.8041,0.7953,0.00547198018069209,-0.00202138806983554,0.00128170098266057,-0.6850679365336021,0.03242301374271678,0.03422196999262702,10000,10347,347,0.03353629071228375,25.093086395811113
101,50,10,0.4054651081081644,0.05,0.02522682752430476,0.01062768043584715,-0.01337997878193854,0.02522682752430476,0.02470305722772609,high01low2,-0.00516052008161846,2.473013805577957,500,250,yes,yes,0.3665,0.5289,0.523,0.3725,0.3665,0.3143,0.306,0.01863990095530968,-0.00858103130610936,0.00672594258536385,-0.4018828591500294,0.04889294255510187,0.04958551281546008,10000,10115,115,0.01136925358378645,11.052407370715276
102,50,10,0.6931471805599453,0.05,0.02546857076129844,0.0109229307779914,-0.01339738788443477,0.02546857076129844,0.02560825162967206,high01low2,0.13478203235754763,2.6472980195170672,500,250,yes,yes,0.7074,0.8232,0.822,0.7155,0.7074,0.6635,0.6531,0.01844534068795143,-0.0086672342199176,0.00665232525156642,-0.6860707425292871,0.05001906970938076,0.05168755718257641,10000,10288,288,0.02799377916018662,23.131304262998732
103,100,10,0.4054651081081644,0.01,0.00502474510252918,0.00206801475370146,-0.00261370045053815,0.00502474510252918,0.00504726278088214,high01low2,-0.00100046410680799,2.427333855158212,1000,500,yes,yes,0.7568,0.8647,0.8633,0.7589,0.7568,0.7074,0.7022,0.0027830653923882,-0.00113121693641146,5.774662191106343e-4,-0.4044299278378725,0.01549401591242016,0.01584956419196423,10000,10045,45,0.00447984071677451,5.021622160223196
104,100,10,0.4054651081081644,0.02,0.01008923032651422,0.0041820149515966,-0.00526493732032021,0.01008923032651422,0.01019573065276206,high01low2,-0.00201642117527899,2.438489768973289,1000,500,yes,yes,0.6727,0.7981,0.7953,0.6752,0.6727,0.621,0.6175,0.00673603968868092,-0.0029928638336895,0.0021800154019652,-0.4047933187048018,0.02016834101519736,0.02056009212641018,10000,10040,40,0.00398406374501992,4.791546206759047
105,100,10,0.4054651081081644,0.05,0.02522682752430476,0.01062768043584715,-0.01337997878193854,0.02522682752430476,0.02470305722772609,high01low2,-0.00516052008161846,2.473013805577957,1000,500,yes,yes,0.495,0.6479,0.6445,0.5025,0.495,0.4401,0.4336,0.01937382588305674,-0.00973277759844443,0.00759219308278475,-0.40408969518947085,0.03573603396097453,0.03593268624247103,10000,10033,33,0.00328914581879796,5.813011374975055
106,50,20,0.4054651081081644,0.01,0.00502474510252918,0.00206801475370146,-0.00261370045053815,0.00502474510252918,0.00504726278088214,high01low2,-0.00100046410680799,2.427333855158212,1000,500,yes,yes,0.8185,0.8698,0.8696,0.8189,0.8185,0.8048,0.8037,0.00281053599256061,-0.00105695272732745,6.263585397657519e-4,-0.4050057301351048,0.01586873763404636,0.0159897084505273,10000,10002,2,1.999600079984003e-4,3.2645470905818836
107,50,20,0.6931471805599453,0.01,0.00508582269028084,0.00216101341133332,-0.00267103299716369,0.00508582269028084,0.0051629261466464,high01low2,0.13885882507419414,2.602237132346388,1000,500,yes,yes,0.9914,0.9943,0.9946,0.9902,0.9914,0.9889,0.9902,0.00264249441925647,-9.095061876723032e-4,4.2465068145988233e-4,-0.6949652580652144,0.01612106663438444,0.01644436055822474,10000,10010,10,9.99000999000999e-4,4.048251748251748
108,50,20,0.4054651081081644,0.02,0.01008923032651422,0.0041820149515966,-0.00526493732032021,0.01008923032651422,0.01019573065276206,high01low2,-0.00201642117527899,2.438489768973289,1000,500,yes,yes,0.7455,0.806,0.807,0.7459,0.7455,0.7303,0.7288,0.00762160359133106,-0.00348048729232915,0.00264863528697723,-0.4026437649979754,0.01927343875095542,0.01939993838527324,10000,10002,2,1.999600079984003e-4,3.4342131573685264
109,50,20,0.6931471805599453,0.02,0.01017268278404626,0.00427656610313363,-0.00528823144606432,0.01017268278404626,0.01046507239500912,high01low2,0.13786344978163112,2.6132393309594564,1000,500,yes,yes,0.9783,0.9854,0.9859,0.9765,0.9783,0.9729,0.9751,0.00744111278981556,-0.00345587306520642,0.00249738880432096,-0.6909258690830458,0.01958485257495616,0.01990146005528777,10000,10012,12,0.00119856172592888,4.036060333633004
110,50,20,0.4054651081081644,0.05,0.02522682752430476,0.01062768043584715,-0.01337997878193854,0.02522682752430476,0.02470305722772609,high01low2,-0.00516052008161846,2.473013805577957,1000,500,yes,yes,0.593,0.6695,0.6688,0.5945,0.593,0.5717,0.572,0.02137928947172891,-0.0107950329502046,0.00846599021671603,-0.40217151824665887,0.02925837869893858,0.02931680101570634,10000,10000,0,0,3.5298
111,50,20,0.6931471805599453,0.05,0.02546857076129844,0.0109229307779914,-0.01339738788443477,0.02546857076129844,0.02560825162967206,high01low2,0.13478203235754763,2.6472980195170672,1000,500,yes,yes,0.9206,0.9428,0.9441,0.9185,0.9206,0.9093,0.9121,0.02138349190880809,-0.01081860484916371,0.00854310888914779,-0.6852114016059008,0.02993553865095635,0.0299411725925627,10000,10004,4,3.9984006397441024e-4,3.8901329601119663
112,100,20,0.4054651081081644,0.01,0.00502474510252918,0.00206801475370146,-0.00261370045053815,0.00502474510252918,0.00504726278088214,high01low2,-0.00100046410680799,2.427333855158212,2000,1000,yes,yes,0.9435,0.9595,0.9606,0.9415,0.9435,0.9351,0.9368,0.00352548446081646,-0.00162688681621519,0.00113458092363508,-0.4050541743024226,0.00921828967992022,0.00927191062823276,10000,10001,1,9.999000099990002e-5,3.0575
113,100,20,0.4054651081081644,0.02,0.01008923032651422,0.0041820149515966,-0.00526493732032021,0.01008923032651422,0.01019573065276206,high01low2,-0.00201642117527899,2.438489768973289,2000,1000,yes,yes,0.8828,0.9117,0.9136,0.8799,0.8828,0.8693,0.872,0.00838430186526396,-0.00406332817007057,0.00319142935284721,-0.4014454438905341,0.01248194107421368,0.01249729662317533,10000,10001,1,9.999000099990002e-5,3.184
114,100,20,0.4054651081081644,0.05,0.02522682752430476,0.01062768043584715,-0.01337997878193854,0.02522682752430476,0.02470305722772609,high01low2,-0.00516052008161846,2.473013805577957,2000,1000,yes,yes,0.714,0.7673,0.7681,0.7103,0.714,0.6897,0.6927,0.02200822052128492,-0.01125010590538849,0.00894054092466435,-0.4015171240631773,0.02191743126957247,0.02189106043002903,10000,10000,0,0,3.5369
115,50,50,0.4054651081081644,0.01,0.00502474510252918,0.00206801475370146,-0.00261370045053815,0.00502474510252918,0.00504726278088214,high01low2,-0.00100046410680799,2.427333855158212,2500,1250,no,no,0.9927,0.9928,0.9927,0.9912,0.991,0.9908,0.9907,0.00411258103511888,-0.00200566406067075,0.0014882841585949,-0.4036389068927324,0.00708805203573767,0.00709599497279108,10000,10000,0,0,2.5141
116,50,50,0.4054651081081644,0.02,0.01008923032651422,0.0041820149515966,-0.00526493732032021,0.01008923032651422,0.01019573065276206,high01low2,-0.00201642117527899,2.438489768973289,2500,1250,no,no,0.979,0.979,0.979,0.9753,0.9758,0.9741,0.9742,0.00894923274200244,-0.00449574469836264,0.00350489008027505,-0.4036099862883446,0.00858234611710789,0.00857926944936119,10000,10000,0,0,2.6203
117,50,50,0.4054651081081644,0.05,0.02522682752430476,0.01062768043584715,-0.01337997878193854,0.02522682752430476,0.02470305722772609,high01low2,-0.00516052008161846,2.473013805577957,2500,1250,no,no,0.9113,0.9106,0.9113,0.8966,0.8973,0.8933,0.8938,0.0235199220244625,-0.01197667981974417,0.00948453484062328,-0.39779400783414887,0.01312240673581914,0.01309846004368015,10000,10000,0,0,2.9195
118,50,100,0.4054651081081644,0.01,0.00502474510252918,0.00206801475370146,-0.00261370045053815,0.00502474510252918,0.00504726278088214,high01low2,-0.00100046410680799,2.427333855158212,5000,2500,no,no,1,1,1,1,1,1,1,0.00454498711799522,-0.00225549642688564,0.00172036512199971,-0.403077114981601,0.00368993830407787,0.00368734004320467,10000,10000,0,0,2.2536
119,50,100,0.4054651081081644,0.02,0.01008923032651422,0.0041820149515966,-0.00526493732032021,0.01008923032651422,0.01019573065276206,high01low2,-0.00201642117527899,2.438489768973289,5000,2500,no,no,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.00949054468595143,-0.00492369582162818,0.00385573132389596,-0.40139885733220393,0.00448129103762439,0.00447314656438614,10000,10000,0,0,2.3597
120,50,100,0.4054651081081644,0.05,0.02522682752430476,0.01062768043584715,-0.01337997878193854,0.02522682752430476,0.02470305722772609,high01low2,-0.00516052008161846,2.473013805577957,5000,2500,no,no,0.995,0.9949,0.995,0.994,0.9942,0.9938,0.9938,0.02437212575512758,-0.01273039943890072,0.01012738593079182,-0.3967848711924508,0.00686973636341461,0.00685136969130255,10000,10000,0,0,2.6738
121,50,10,0.4054651081081644,0.01,0.00508371704778939,8.826749215227212e-4,-0.00173924843800858,0.00508371704778939,0.0052789133308041,rare,1.608276141789996,2.427333997914866,500,250,yes,yes,0.3726,0.5451,0.545,0.3733,0.3726,0.3139,0.3129,-6.789129379527868e-5,9.389664981549962e-4,-0.00183678960657231,-0.4061369257502744,0.04221880620798408,0.04233799970056194,10000,10035,35,0.00348779272546088,5.537793310034948
122,50,10,0.6931471805599453,0.01,0.00481042870703862,9.232291251322792e-4,-0.00176322126783375,0.00481042870703862,0.00478911770083141,rare,1.7756718281037704,2.60223755094944,500,250,yes,yes,0.7392,0.8632,0.863,0.7395,0.7392,0.6804,0.6777,2.9022937250819506e-4,9.475063510989908e-4,-0.00179910404191042,-0.6958534582409857,0.04408112438583674,0.04440555927448368,10000,10052,52,0.00517309988062077,6.8289959118556185
123,50,10,0.4054651081081644,0.02,0.00987392432095258,0.00188097720779652,-0.00366566301972835,0.00987392432095258,0.00967524718107283,rare,1.615304596736779,2.438490148376623,500,250,yes,yes,0.3481,0.51,0.5087,0.347,0.3481,0.2944,0.2922,0.0045372842052351,-5.825940164211034e-4,-0.00116572923661226,-0.4039388497124424,0.04895057647753668,0.04923238263095979,10000,10059,59,0.00586539417437121,6.62074812967581
124,50,10,0.6931471805599453,0.02,0.01018304690860213,0.00186541251377956,-0.00359176304786097,0.01018304690860213,0.01043385994020345,rare,1.782581379230855,2.613240272763193,500,250,yes,yes,0.6934,0.8256,0.8252,0.696,0.6934,0.6332,0.6313,0.00400330078934017,-6.638490231062653e-4,-9.524575645511556e-4,-0.6926146624121859,0.05085229104896234,0.05123396932730068,10000,10067,67,0.00665540876129929,6.329175813210936
125,50,10,0.4054651081081644,0.05,0.02487256836769159,0.00473798723333289,-0.00916287818264555,0.02487256836769159,0.02453248263003491,rare,1.6370556994825434,2.4730142342229033,500,250,yes,yes,0.2878,0.4452,0.4428,0.2892,0.2878,0.2386,0.2378,0.01514958885222157,-0.00461374091460773,0.00106221334407997,-0.4051420120351357,0.0671722240441129,0.06721757765556195,10000,10069,69,0.00685271625782103,6.87901456213844
126,50,10,0.6931471805599453,0.05,0.02527241617407646,0.00481486153952798,-0.00926440701611223,0.02527241617407646,0.02512976106419199,rare,1.803972065020439,2.6472989537696536,500,250,yes,yes,0.5836,0.7383,0.7401,0.5808,0.5836,0.5156,0.5141,0.01644070369588062,-0.00517269542799126,0.00151622775791624,-0.6884930950685676,0.0714604382253571,0.07162285051553738,10000,10118,118,0.0116623838703301,9.71180037777115
127,100,10,0.4054651081081644,0.01,0.00508371704778939,8.826749215227212e-4,-0.00173924843800858,0.00508371704778939,0.0052789133308041,rare,1.608276141789996,2.427333997914866,1000,500,yes,yes,0.589,0.7432,0.7426,0.5904,0.589,0.5229,0.5234,0.0018392926840462,-3.068450902295505e-4,-4.580007059956361e-4,-0.40426334680435305,0.02360608168719175,0.02367079132086557,10000,10021,21,0.00209559924159265,4.297951024487756
128,100,10,0.4054651081081644,0.02,0.00987392432095258,0.00188097720779652,-0.00366566301972835,0.00987392432095258,0.00967524718107283,rare,1.615304596736779,2.438490148376623,1000,500,yes,yes,0.5296,0.6882,0.6871,0.5318,0.5296,0.4648,0.4625,0.00592907515293694,-0.00174393416038405,2.0412208000197965e-4,-0.405265077233059,0.02966555319727455,0.02983922854207236,10000,10031,31,0.0030904196989333,4.75809029165002
129,100,10,0.4054651081081644,0.05,0.02487256836769159,0.00473798723333289,-0.00916287818264555,0.02487256836769159,0.02453248263003491,rare,1.6370556994825434,2.4730142342229033,1000,500,yes,yes,0.3979,0.5665,0.5673,0.3991,0.3979,0.3424,0.3413,0.01774713289337234,-0.00609475413329329,0.00246339244067122,-0.40192603726792414,0.04734446974512003,0.04757008859969289,10000,10033,33,0.00328914581879796,4.931427429028389
130,50,20,0.4054651081081644,0.01,0.00508371704778939,8.826749215227212e-4,-0.00173924843800858,0.00508371704778939,0.0052789133308041,rare,1.608276141789996,2.427333997914866,1000,500,yes,yes,0.646,0.7237,0.7244,0.6468,0.646,0.6211,0.6225,0.00227697714363343,-3.865884013792413e-4,-5.108636385766008e-4,-0.4096016217182688,0.02566536297541918,0.02565840252601325,10000,10000,0,0,3.1306
131,50,20,0.6931471805599453,0.01,0.00481042870703862,9.232291251322792e-4,-0.00176322126783375,0.00481042870703862,0.00478911770083141,rare,1.7756718281037704,2.60223755094944,1000,500,yes,yes,0.9589,0.9741,0.975,0.9596,0.9589,0.9534,0.9534,0.00279891899439299,-3.659773557034358e-4,-5.410918733143611e-4,-0.6959275096683198,0.02688961069846089,0.02689459924195908,10000,10001,1,9.999000099990002e-5,3.255174482551745
132,50,20,0.4054651081081644,0.02,0.00987392432095258,0.00188097720779652,-0.00366566301972835,0.00987392432095258,0.00967524718107283,rare,1.615304596736779,2.438490148376623,1000,500,yes,yes,0.5829,0.6605,0.6621,0.5826,0.5829,0.5569,0.5585,0.00704373361228792,-0.00218198254655576,5.089625403013918e-4,-0.4006522379308527,0.02994796842912876,0.02987463676553163,10000,10000,0,0,3.1951
133,50,20,0.6931471805599453,0.02,0.01018304690860213,0.00186541251377956,-0.00359176304786097,0.01018304690860213,0.01043385994020345,rare,1.782581379230855,2.613240272763193,1000,500,yes,yes,0.9264,0.9495,0.9493,0.9259,0.9264,0.9184,0.9181,0.00707102591336694,-0.00192984334083402,2.5679318768176196e-4,-0.6896755508789608,0.03102809879083604,0.03100612833849528,10000,10004,4,3.9984006397441024e-4,3.2196
134,50,20,0.4054651081081644,0.05,0.02487256836769159,0.00473798723333289,-0.00916287818264555,0.02487256836769159,0.02453248263003491,rare,1.6370556994825434,2.4730142342229033,1000,500,yes,yes,0.469,0.5453,0.5467,0.4673,0.469,0.4442,0.4462,0.01973545174056227,-0.00674168354027993,0.00277571279959612,-0.40046192615656534,0.04174776883683024,0.04149217607268497,10000,10005,5,4.997501249375312e-4,3.382061793820618
135,50,20,0.6931471805599453,0.05,0.02527241617407646,0.00481486153952798,-0.00926440701611223,0.02527241617407646,0.02512976106419199,rare,1.803972065020439,2.6472989537696536,1000,500,yes,yes,0.8425,0.8836,0.8839,0.8433,0.8425,0.8302,0.8293,0.0191637278788608,-0.00667231692502971,0.00279176460176073,-0.6886748718319863,0.04276975444387859,0.0423536094396527,10000,10006,6,5.996402158704777e-4,3.3812
136,100,20,0.4054651081081644,0.01,0.00508371704778939,8.826749215227212e-4,-0.00173924843800858,0.00508371704778939,0.0052789133308041,rare,1.608276141789996,2.427333997914866,2000,1000,yes,yes,0.8557,0.8979,0.8974,0.8558,0.8557,0.8412,0.8418,0.00356497169465411,-0.00100348869950835,1.7496623939777496e-4,-0.4054808665058922,0.01460117757342923,0.0145747745686759,10000,10000,0,0,3.0502
137,100,20,0.4054651081081644,0.02,0.00987392432095258,0.00188097720779652,-0.00366566301972835,0.00987392432095258,0.00967524718107283,rare,1.615304596736779,2.438490148376623,2000,1000,yes,yes,0.7849,0.8361,0.8376,0.7829,0.7849,0.766,0.7695,0.00767049196140261,-0.00256264186265821,9.75639833789426e-4,-0.4046549979966031,0.01824243573519802,0.01820672361894718,10000,10000,0,0,3.1168
138,100,20,0.4054651081081644,0.05,0.02487256836769159,0.00473798723333289,-0.00916287818264555,0.02487256836769159,0.02453248263003491,rare,1.6370556994825434,2.4730142342229033,2000,1000,yes,yes,0.6074,0.677,0.6785,0.6065,0.6074,0.5849,0.5856,0.02071374956321588,-0.00739553635671768,0.00350718055477106,-0.40104920097097985,0.02943851464630753,0.02935817208593299,10000,10001,1,9.999000099990002e-5,3.3904
139,50,50,0.4054651081081644,0.01,0.00508371704778939,8.826749215227212e-4,-0.00173924843800858,0.00508371704778939,0.0052789133308041,rare,1.608276141789996,2.427333997914866,2500,1250,no,no,0.9459,0.946,0.9459,0.9375,0.9374,0.9354,0.9349,0.00395420182840685,-0.00127644834502443,3.597324212091215e-4,-0.403017208979606,0.01150577796736045,0.01148562141019238,10000,10000,0,0,2.5087
140,50,50,0.4054651081081644,0.02,0.00987392432095258,0.00188097720779652,-0.00366566301972835,0.00987392432095258,0.00967524718107283,rare,1.615304596736779,2.438490148376623,2500,1250,no,no,0.9192,0.9202,0.9192,0.9061,0.9054,0.9031,0.9023,0.00855690693650319,-0.00290284771995512,0.00121031701152242,-0.4054285097474218,0.01341540281631662,0.01337338833666515,10000,10000,0,0,2.5806
141,50,50,0.4054651081081644,0.05,0.02487256836769159,0.00473798723333289,-0.00916287818264555,0.02487256836769159,0.02453248263003491,rare,1.6370556994825434,2.4730142342229033,2500,1250,no,no,0.8122,0.8126,0.8122,0.7917,0.7915,0.7857,0.7849,0.02259375542234008,-0.00809052736776595,0.00400052043724029,-0.4006535467209475,0.01915749893894697,0.01905497045248271,10000,10000,0,0,2.7644
142,50,100,0.4054651081081644,0.01,0.00508371704778939,8.826749215227212e-4,-0.00173924843800858,0.00508371704778939,0.0052789133308041,rare,1.608276141789996,2.427333997914866,5000,2500,no,no,0.9979,0.9979,0.9979,0.9976,0.9975,0.9974,0.9974,0.00444839301030713,-0.00150604667917516,6.352448033936853e-4,-0.4043386748405252,0.0059920043387569,0.00598482013799749,10000,10000,0,0,2.2305
143,50,100,0.4054651081081644,0.02,0.00987392432095258,0.00188097720779652,-0.00366566301972835,0.00987392432095258,0.00967524718107283,rare,1.615304596736779,2.438490148376623,5000,2500,no,no,0.9937,0.9941,0.9937,0.9928,0.9924,0.9924,0.9922,0.0091635874440042,-0.00324029482839926,0.00152366890048747,-0.4020479078207078,0.00703532558371677,0.00701724337047496,10000,10000,0,0,2.3017
144,50,100,0.4054651081081644,0.05,0.02487256836769159,0.00473798723333289,-0.00916287818264555,0.02487256836769159,0.02453248263003491,rare,1.6370556994825434,2.4730142342229033,5000,2500,no,no,0.9616,0.9621,0.9616,0.958,0.9574,0.9574,0.9571,0.02398438087886017,-0.00870594019717986,0.00438266436007284,-0.3961042949233046,0.01023395590292705,0.0102027347144389,10000,10000,0,0,2.5111
