scena,mean_est_rho11,mean_est_rho12,mean_est_rho22,mean_est_beta_treat,mean_var_beta_treat,mean_sandwich_var_beta_treat,n_success,n_tried,n_bad,fail_rate,count_iter,cluster_sizes,number_clusters,beta_X_list,latent_ICC,rho11,rho22,rho12,bin_rho0,bin_rho01,ordinal_dist_type,gamma0,gamma1,mean_rank_icc,N,m,small_cluster,WH_DE_latent_icc,WH_DE_rank_icc,WH_DE_rho11_icc,WH,GEE_bin1,GEE_bin2,GEE_exch,GEE_indep,Empirical,Empirical_noadj_model_based,Empirical_noadj_sandwich,Empirical_adj_model_based_K_2,Empirical_adj_sandwich_K_2,Empirical_adj_model_based_K_ncat,Empirical_adj_sandwich_K_ncat,marginal_lor_by_bridge,theta_R_bin,theta_R_bin2
74,0.00101336925008054,6.937711920657202e-4,-0.0013522708611205,-0.6938385697280465,0.0252743044827836,0.02549813249342984,10000,10008,8,7.993605115907274e-4,4.183852917665868,50,10,0.6931471805599453,0.01,0.00505397920454193,8.612122487825177e-4,-4.079670375836984e-4,0.00505397920454193,0.00497354919047873,even,-0.38562618281130107,1.0324612998031433,0.04020759747483685,500,250,yes,0.9303494706793128,0.6827293441093563,0.9638749464000452,0.9870835747956248,0.8890585437282846,0.8947494830822532,0.949018798803562,0.9851121493192906,0.9061,0.9574,0.9587,0.9055,0.9061,0.8762,0.8761,0.6896727367230195,0.6896727367230174,0.6896727367229887
75,0.00528787475147348,4.811754867407955e-4,-5.97102722887476e-4,-0.4065534569535175,0.03030259202688121,0.03033991728286936,10000,10003,3,2.9991002699190244e-4,4.3329334133173365,50,10,0.4054651081081644,0.02,0.01001610066179986,0.0015502302287268,-7.086203321704589e-4,0.01001610066179986,0.00998090183585973,even,-0.5195744631809277,0.8792860728076928,0.02431280478011602,500,250,yes,0.4113708703684624,0.3783385528886578,0.5162068868394543,0.6836215479943529,0.4038486235872939,0.4093230383700196,0.47700835231032,0.680840960847353,0.507,0.6738,0.6733,0.5105,0.507,0.4459,0.4437,0.40138997846894753,0.40138997846894053,0.4013899784688937
76,0.00545918076308836,4.8242836127421125e-4,-5.120346820214248e-4,-0.6895251250550029,0.03115020119606305,0.03107734936657613,10000,10007,7,6.995103427600679e-4,4.464021587047771,50,10,0.6931471805599453,0.02,0.01027570592374058,0.00175214386979049,-7.83532139051996e-4,0.01027570592374058,0.0102137394367527,even,-0.38914353651347233,1.0357550965100768,0.046968586499244853,500,250,yes,0.8431891878789195,0.632406109634023,0.9258532293708962,0.9863606605873187,0.8222884221659307,0.8290017131127858,0.8916901835837652,0.98433178402246,0.8575,0.9242,0.9259,0.8535,0.8575,0.8232,0.8217,0.6861807004279831,0.6861807004279707,0.6861807004278865
77,0.0179277507178996,-4.6027249850068915e-4,0.00164133485827051,-0.4035970061314516,0.04702767483860436,0.04662413350008155,10000,10002,2,1.999600079984003e-4,4.706029397060294,50,10,0.4054651081081644,0.05,0.0256279546113436,0.00416527680807883,-0.00185415591706065,0.0256279546113436,0.02563312897917953,even,-0.5306746857734366,0.8896821348969451,0.04324235782539755,500,250,yes,0.25297741032838195,0.2748701926560366,0.3599190671133792,0.6701207419396145,0.27902808028984083,0.28253665039345194,0.31536652567522605,0.667474349557824,0.3925,0.5502,0.5511,0.39,0.3925,0.3351,0.3343,0.3951985022726012,0.3951985022726088,0.3951985022725978
78,0.01760193282947822,-2.447336130841867e-4,0.00156403021278516,-0.6852154778759332,0.04884935898122672,0.04787201707347576,10000,10017,17,0.00169711490466207,5.480479281078383,50,10,0.6931471805599453,0.05,0.02548129671539855,0.00437402549095693,-0.00196731493227517,0.02548129671539855,0.02528233081263875,even,-0.40003354080895753,1.0459529978973945,0.06380502382918014,500,250,yes,0.6000729179683816,0.525511488764367,0.7828422143174563,0.9839524059394072,0.6418527392774245,0.6506694621239109,0.7055274593657382,0.9817460355153136,0.7232,0.8279,0.8332,0.718,0.7232,0.6677,0.6727,0.6755963019601953,0.6755963019602089,0.6755963019601887
79,0.00235696665102282,3.754732627800671e-4,-4.042066701049077e-4,-0.4069511062399371,0.01456332885626695,0.01451968786989674,10000,10001,1,9.999000099990002e-5,3.953804619538046,100,10,0.4054651081081644,0.01,0.00505726896434369,8.008906316459745e-4,-3.543616204591332e-4,0.00505726896434369,0.00506349961186723,even,-0.5159877182027522,0.8759268660862634,0.01819477386905188,1000,500,yes,0.6919262277365446,0.5455858980083116,0.8090314597326819,0.9343036405997132,0.6814534789399791,0.6878765000778045,0.7680536057716216,0.9323994729157532,0.7743,0.8741,0.8742,0.776,0.7743,0.7308,0.7283,0.40343268875270105,0.4034326887526999,0.40343268875268407
80,0.00702241610736422,3.542693241105515e-5,4.875717074360105e-4,-0.4050258903815831,0.01973884912651841,0.01963064828175657,10000,10000,0,0,4.1704,100,10,0.4054651081081644,0.02,0.01001610066179986,0.0015502302287268,-7.086203321704589e-4,0.01001610066179986,0.00998090183585973,even,-0.5195744631809277,0.8792860728076928,0.02431280478011602,1000,500,yes,0.5164179794802961,0.4647701579591588,0.6871809124365126,0.9320284271484164,0.5558063696714843,0.5628659454589788,0.6246564536384742,0.9301081730645284,0.6913,0.8097,0.8121,0.6922,0.6913,0.6377,0.6394,0.40138997846894753,0.40138997846894053,0.4013899784688937
81,0.01962134027739501,-9.777889143511257e-4,0.00264126161390802,-0.402277871994404,0.03547508735162622,0.03483009947221099,10000,10005,5,4.997501249375312e-4,5.190304847576212,100,10,0.4054651081081644,0.05,0.0256279546113436,0.00416527680807883,-0.00185415591706065,0.0256279546113436,0.02563312897917953,even,-0.5306746857734366,0.8896821348969451,0.04324235782539755,1000,500,yes,0.28583005362988273,0.3156416906628413,0.4397814377832657,0.9247599008627716,0.34165420058704393,0.34597038850950235,0.3738765052856483,0.92279514760947845,0.5082,0.6526,0.6562,0.504,0.5082,0.4456,0.4456,0.3951985022726012,0.3951985022726088,0.3951985022725978
82,0.00267211085334216,1.6921967135508914e-4,-2.745642342308938e-4,-0.40487364708146806,0.01476534216642912,0.01479703033614411,10000,10000,0,0,3.0565,50,20,0.4054651081081644,0.01,0.00505726896434369,8.008906316459745e-4,-3.543616204591332e-4,0.00505726896434369,0.00506349961186723,even,-0.5159877182027522,0.8759268660862634,0.01819477386905188,1000,500,yes,0.8117767220935668,0.7138137447448357,0.8745723100491494,0.9343036405997132,0.7601545062008854,0.7663389195362198,0.8523945834769728,0.9323994729157532,0.8449,0.8861,0.8866,0.8436,0.8449,0.8281,0.8295,0.40343268875270105,0.4034326887526999,0.40343268875268407
83,0.00273736507913379,1.1107004976402198e-4,-2.1663936178805177e-4,-0.693230693255849,0.01519218532249433,0.01521597531437262,10000,10000,0,0,3.0731,50,20,0.6931471805599453,0.01,0.00505397920454193,8.612122487825177e-4,-4.079670375836984e-4,0.00505397920454193,0.00497354919047873,even,-0.38562618281130107,1.0324612998031433,0.04020759747483685,1000,500,yes,0.9981496956829636,0.9311064915402988,0.9996016627103615,0.9999640094849096,0.9944471831041084,0.9950985620205052,0.9991099694629006,0.9999488385252412,0.9924,0.9948,0.9958,0.9914,0.9924,0.9901,0.9908,0.6896727367230195,0.6896727367230174,0.6896727367229887
84,0.00711692335941267,2.391238085272573e-5,3.912546636815028e-4,-0.40593308031468234,0.01816407547091153,0.01816817460144635,10000,10000,0,0,3.168,50,20,0.4054651081081644,0.02,0.01001610066179986,0.0015502302287268,-7.086203321704589e-4,0.01001610066179986,0.00998090183585973,even,-0.5195744631809277,0.8792860728076928,0.02431280478011602,1000,500,yes,0.6897110719985721,0.6456689217836876,0.8076615837871322,0.9320284271484164,0.6799743924355621,0.6870774792141805,0.7673951269153974,0.9301081730645284,0.7768,0.8344,0.8349,0.7766,0.7768,0.7585,0.7594,0.40138997846894753,0.40138997846894053,0.4013899784688937
85,0.00720427791062661,2.5667788402498566e-5,6.210855259669411e-4,-0.6929562162230865,0.01875541922165661,0.01865758136607385,10000,10000,0,0,3.1862,50,20,0.6931471805599453,0.02,0.01027570592374058,0.00175214386979049,-7.83532139051996e-4,0.01027570592374058,0.0102137394367527,even,-0.38914353651347233,1.0357550965100768,0.046968586499244853,1000,500,yes,0.9873528618020322,0.9015054017027696,0.9978563430664252,0.9999591941705605,0.9829441391315548,0.9844452219909317,0.994754316501454,0.99994244803704,0.9808,0.9855,0.9867,0.9782,0.9808,0.9749,0.9772,0.6861807004279831,0.6861807004279707,0.6861807004278865
86,0.02138173346793775,-0.00129853126068599,0.00287281037977352,-0.3987223964078135,0.02854873745062424,0.02843611288407538,10000,10000,0,0,3.4301,50,20,0.4054651081081644,0.05,0.0256279546113436,0.00416527680807883,-0.00185415591706065,0.0256279546113436,0.02563312897917953,even,-0.5306746857734366,0.8896821348969451,0.04324235782539755,1000,500,yes,0.4487500778434275,0.4864118440506867,0.6196647531774513,0.9247599008627716,0.49341561696897634,0.49928787943295666,0.5525228074072888,0.92279514760947845,0.6016,0.6689,0.6717,0.6002,0.6016,0.5811,0.5836,0.3951985022726012,0.3951985022726088,0.3951985022725978
87,0.0210032968778946,-0.00105958537881778,0.00291439351703804,-0.6844426315317974,0.02944981915686565,0.02896431387298228,10000,10000,0,0,3.4417,50,20,0.6931471805599453,0.05,0.02548129671539855,0.00437402549095693,-0.00196731493227517,0.02548129671539855,0.02528233081263875,even,-0.40003354080895753,1.0459529978973945,0.06380502382918014,1000,500,yes,0.8790794788163452,0.8165621936065455,0.9724137724215088,0.9999406064360564,0.9075454993036504,0.9129783530067987,0.942491212752518,0.9999181410686654,0.9203,0.9417,0.9453,0.9164,0.9203,0.9075,0.9124,0.6755963019601953,0.6755963019602089,0.6755963019601887
88,0.00353713931112073,-4.900379319290749e-5,2.22952834527151e-4,-0.4053495457451061,0.00875559669010177,0.00875524803933411,10000,10000,0,0,2.9811,100,20,0.4054651081081644,0.01,0.00505726896434369,8.008906316459745e-4,-3.543616204591332e-4,0.00505726896434369,0.00506349961186723,even,-0.5159877182027522,0.8759268660862634,0.01819477386905188,2000,1000,yes,0.9358467356923308,0.8349207680836772,0.9797364985483336,0.998399902310414,0.9304329273689538,0.9337842478527928,0.9676761879920748,0.99827517747322,0.9481,0.9621,0.9629,0.9462,0.9481,0.9405,0.9417,0.40343268875270105,0.4034326887526999,0.40343268875268407
89,0.00837449396327675,-2.9802067280674106e-4,0.00109759266037038,-0.4045839147812903,0.01210249632473222,0.01204185761135744,10000,10000,0,0,3.1185,100,20,0.4054651081081644,0.02,0.01001610066179986,0.0015502302287268,-7.086203321704589e-4,0.01001610066179986,0.00998090183585973,even,-0.5195744631809277,0.8792860728076928,0.02431280478011602,2000,1000,yes,0.8078662806920867,0.7538938389379779,0.93342607072829,0.9982664724466744,0.8438294147105945,0.8498121514789149,0.8963792050380074,0.9981345878125693,0.8884,0.9149,0.9192,0.8855,0.8884,0.8756,0.8798,0.40138997846894753,0.40138997846894053,0.4013899784688937
90,0.02215643260959084,-0.00131669115480638,0.00336282572019051,-0.4033388266422326,0.02199508385301078,0.02176768711945533,10000,10000,0,0,3.5044,100,20,0.4054651081081644,0.05,0.0256279546113436,0.00416527680807883,-0.00185415591706065,0.0256279546113436,0.02563312897917953,even,-0.5306746857734366,0.8896821348969451,0.04324235782539755,2000,1000,yes,0.5047683569864369,0.5529557058039429,0.7249323040593257,0.997797862456861,0.5928612583222358,0.5992862986836694,0.6394643834985861,0.9976423317318454,0.7114,0.7662,0.7695,0.7063,0.7114,0.6873,0.6922,0.3951985022726012,0.3951985022726088,0.3951985022725978
91,0.00400374658915263,-6.789237093465377e-5,3.4388397500749424e-4,-0.403819130058644,0.00665251807812282,0.00664591105371493,10000,10000,0,0,2.4465,50,50,0.4054651081081644,0.01,0.00505726896434369,8.008906316459745e-4,-3.543616204591332e-4,0.00505726896434369,0.00506349961186723,even,-0.5159877182027522,0.8759268660862634,0.01819477386905188,2500,1250,no,0.9944171419631344,0.9789059679340594,0.998434586692482,0.9997903732040264,0.9879821951560438,0.9889385403162876,0.9973976374434564,0.9997683105393652,0.9936,0.9935,0.9936,0.9924,0.9922,0.9916,0.9917,0.40343268875270105,0.4034326887526999,0.40343268875268407
92,0.00883984347912065,-3.7382882715765735e-4,0.00109710289698846,-0.40134786226243735,0.00819855377517054,0.00817851422126397,10000,10000,0,0,2.5372,50,50,0.4054651081081644,0.02,0.01001610066179986,0.0015502302287268,-7.086203321704589e-4,0.01001610066179986,0.00998090183585973,even,-0.5195744631809277,0.8792860728076928,0.02431280478011602,2500,1250,no,0.972679800582787,0.9581678120495892,0.99402323439304,0.9997672594656904,0.9698364042881232,0.971930047634562,0.989096399333765,0.99974334825584,0.9818,0.9816,0.9818,0.977,0.9772,0.9758,0.9764,0.40138997846894753,0.40138997846894053,0.4013899784688937
93,0.02351737855034865,-0.00154074482140231,0.00371256191885543,-0.3971304070606104,0.01292278019314722,0.01285229377845357,10000,10000,0,0,2.7935,50,50,0.4054651081081644,0.05,0.0256279546113436,0.00416527680807883,-0.00185415591706065,0.0256279546113436,0.02563312897917953,even,-0.5306746857734366,0.8896821348969451,0.04324235782539755,2500,1250,no,0.8251906191400252,0.8610716014914394,0.9474511432880788,0.9996818546302014,0.8671273009960911,0.8720612233536261,0.911135630668194,0.9996514964681456,0.9161,0.9145,0.9161,0.9006,0.9016,0.8978,0.8991,0.3951985022726012,0.3951985022726088,0.3951985022725978
94,0.00449520310319192,-2.16271029297349e-4,5.98936469912995e-4,-0.4039267446929488,0.0034526655191792,0.00344809291812462,10000,10000,0,0,2.1844,50,100,0.4054651081081644,0.01,0.00505726896434369,8.008906316459745e-4,-3.543616204591332e-4,0.00505726896434369,0.00506349961186723,even,-0.5159877182027522,0.8759268660862634,0.01819477386905188,5000,2500,no,0.999994596606649,0.9998856689372412,0.9999996985219832,0.9999999967285944,0.999968741175132,0.9999741624882356,0.9999990476086454,0.9999999958712672,1,1,1,1,1,1,1,0.40343268875270105,0.4034326887526999,0.40343268875268407
95,0.00939570039765285,-5.690216289997973e-4,0.0013393934872639,-0.4016018006274969,0.00425920097973019,0.00424639346708063,10000,10000,0,0,2.2694,50,100,0.4054651081081644,0.02,0.01001610066179986,0.0015502302287268,-7.086203321704589e-4,0.01001610066179986,0.00998090183585973,even,-0.5195744631809277,0.8792860728076928,0.02431280478011602,5000,2500,no,0.9997918844901044,0.9994393206126952,0.9999936869915146,0.9999999958672964,0.9997381139249178,0.9997783929433548,0.99997500123058,0.9999999948106254,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.40138997846894753,0.40138997846894053,0.4013899784688937
96,0.02423988600317676,-0.00157654021670931,0.00384718754533138,-0.3954809478527842,0.0067419868323739,0.00670842261639604,10000,10000,0,0,2.517,50,100,0.4054651081081644,0.05,0.0256279546113436,0.00416527680807883,-0.00185415591706065,0.0256279546113436,0.02563312897917953,even,-0.5306746857734366,0.8896821348969451,0.04324235782539755,5000,2500,no,0.983603096344593,0.9905239674344692,0.999044595715615,0.9999999916844796,0.9914776395049566,0.9922110453914632,0.9967150582562558,0.999999989712377,0.9947,0.9947,0.9947,0.9937,0.9937,0.9936,0.9935,0.3951985022726012,0.3951985022726088,0.3951985022725978
97,8.727196598505586e-4,1.7676671515554288e-4,-7.250362405765287e-4,-0.4058654736500836,0.02604980828962889,0.02694862379622798,10000,10100,100,0.0099009900990099,8.702785763854466,50,10,0.4054651081081644,0.01,0.00502474510252918,0.00206801475370146,-0.00261370045053815,0.00502474510252918,0.00504726278088214,high01low2,-0.00100046410680799,2.427333855158212,0.01704625125222346,500,250,yes,0.4872678429334406,0.41187619186336666,0.5589258884525067,0.6512938009242573,0.5158127733240729,0.22178018263847543,0.5341526074010787,0.6479155936673056,0.528,0.7018,0.698,0.5354,0.528,0.4709,0.4607,0.40343268875270105,0.4034326887526974,0.4034326887526465
98,9.680649344524584e-4,2.3085495264939352e-4,-6.657174550774642e-4,-0.6898000547488697,0.02671522589760363,0.02856277488849624,10000,10374,374,0.036051667630615,26.263335910320833,50,10,0.6931471805599453,0.01,0.00508582269028084,0.00216101341133332,-0.00267103299716369,0.00508582269028084,0.0051629261466464,high01low2,0.13885882507419414,2.602237132346388,0.03807513131300105,500,250,yes,0.9092333152161952,0.6615515993907305,0.9494689181346224,0.9800750608684872,0.9222342946389132,0.5076844769108151,0.9319754583530344,0.9769785591706828,0.8866,0.9487,0.9485,0.8914,0.8866,0.8569,0.851,0.6896727367230195,0.6896727367230129,0.6896727367231348
99,0.00516526119995867,-0.00181256598228049,0.00108922393012792,-0.4043781850686828,0.03142530110228727,0.0324374177287817,10000,10129,129,0.01273570934939283,10.40995940995941,50,10,0.4054651081081644,0.02,0.01008923032651422,0.0041820149515966,-0.00526493732032021,0.01008923032651422,0.01019573065276206,high01low2,-0.00201642117527899,2.438489768973289,0.0238223234442448,500,250,yes,0.383657399694599,0.3559085563032264,0.4822565757256715,0.6468846617228406,0.443119043756845,0.1903575229078357,0.45098484891990975,0.6435599271184582,0.4788,0.6493,0.6462,0.4878,0.4788,0.4225,0.4128,0.40138997846894753,0.4013899784689307,0.40138997846874336
100,0.00547198018069209,-0.00202138806983554,0.00128170098266057,-0.6850679365336021,0.03242301374271678,0.03422196999262702,10000,10347,347,0.03353629071228375,25.093086395811113,50,10,0.6931471805599453,0.02,0.01017268278404626,0.00427656610313363,-0.00528823144606432,0.01017268278404626,0.01046507239500912,high01low2,0.13786344978163112,2.6132393309594564,0.04393184160935452,500,250,yes,0.8118652977621557,0.6158032721363671,0.9049169737333328,0.9790731107402784,0.8667572463086692,0.43367133488239984,0.8723161570994113,0.9759028572079675,0.8381,0.9131,0.9125,0.8451,0.8381,0.8041,0.7953,0.6861807004279831,0.6861807004279552,0.6861807004276161
101,0.01863990095530968,-0.00858103130610936,0.00672594258536385,-0.4018828591500294,0.04889294255510187,0.04958551281546008,10000,10115,115,0.01136925358378645,11.052407370715276,50,10,0.4054651081081644,0.05,0.02522682752430476,0.01062768043584715,-0.01337997878193854,0.02522682752430476,0.02470305722772609,high01low2,-0.00516052008161846,2.473013805577957,0.04203144704769656,500,250,yes,0.2361457478376454,0.2604588192664865,0.33788658247953235,0.6334017276968379,0.30947200513411366,0.13984906136449698,0.30980529362137255,0.6302403071020324,0.3665,0.5289,0.523,0.3725,0.3665,0.3143,0.306,0.3951985022726012,0.39519850227260417,0.3951985022725744
102,0.01844534068795143,-0.0086672342199176,0.00665232525156642,-0.6860707425292871,0.05001906970938076,0.05168755718257641,10000,10288,288,0.02799377916018662,23.131304262998732,50,10,0.6931471805599453,0.05,0.02546857076129844,0.0109229307779914,-0.01339738788443477,0.02546857076129844,0.02560825162967206,high01low2,0.13478203235754763,2.6472980195170672,0.06099781960020255,500,250,yes,0.5643060190000067,0.5053326452152949,0.7481504925728761,0.9757720871475558,0.6949514547439688,0.30427198444156467,0.6950107765268712,0.9723774445911104,0.7074,0.8232,0.822,0.7155,0.7074,0.6635,0.6531,0.6755963019601953,0.6755963019602007,0.6755963019601474
103,0.0027830653923882,-0.00113121693641146,5.774662191106343e-4,-0.4044299278378725,0.01549401591242016,0.01584956419196423,10000,10045,45,0.00447984071677451,5.021622160223196,100,10,0.4054651081081644,0.01,0.00502474510252918,0.00206801475370146,-0.00261370045053815,0.00502474510252918,0.00504726278088214,high01low2,-0.00100046410680799,2.427333855158212,0.01704625125222346,1000,500,yes,0.6552078357661966,0.5280074957739164,0.7763460123888415,0.9138782878089564,0.7323062172065217,0.33713115617002576,0.7413050710841811,0.9113024825124244,0.7568,0.8647,0.8633,0.7589,0.7568,0.7074,0.7022,0.40343268875270105,0.4034326887526974,0.4034326887526465
104,0.00673603968868092,-0.0029928638336895,0.0021800154019652,-0.4047933187048018,0.02016834101519736,0.02056009212641018,10000,10040,40,0.00398406374501992,4.791546206759047,100,10,0.4054651081081644,0.02,0.01008923032651422,0.0041820149515966,-0.00526493732032021,0.01008923032651422,0.01019573065276206,high01low2,-0.00201642117527899,2.438489768973289,0.0238223234442448,1000,500,yes,0.4833759025518852,0.43920588368037,0.6488731405202981,0.9112021843401414,0.6032398708477719,0.26226609124622907,0.6046145656973142,0.908612805103108,0.6727,0.7981,0.7953,0.6752,0.6727,0.621,0.6175,0.40138997846894753,0.4013899784689307,0.40138997846874336
105,0.01937382588305674,-0.00973277759844443,0.00759219308278475,-0.40408969518947085,0.03573603396097453,0.03593268624247103,10000,10033,33,0.00328914581879796,5.813011374975055,100,10,0.4054651081081644,0.05,0.02522682752430476,0.01062768043584715,-0.01337997878193854,0.02522682752430476,0.02470305722772609,high01low2,-0.00516052008161846,2.473013805577957,0.04203144704769656,1000,500,yes,0.2665320752964616,0.299856533305628,0.4142679238151576,0.902713045252064,0.3797882702872361,0.1674375051437488,0.3809974149136741,0.9000883849829843,0.495,0.6479,0.6445,0.5025,0.495,0.4401,0.4336,0.3951985022726012,0.39519850227260417,0.3951985022725744
106,0.00281053599256061,-0.00105695272732745,6.263585397657519e-4,-0.4050057301351048,0.01586873763404636,0.0159897084505273,10000,10002,2,1.999600079984003e-4,3.2645470905818836,50,20,0.4054651081081644,0.01,0.00502474510252918,0.00206801475370146,-0.00261370045053815,0.00502474510252918,0.00504726278088214,high01low2,-0.00100046410680799,2.427333855158212,0.01704625125222346,1000,500,yes,0.7783705470716005,0.6903589695056329,0.8464902240567144,0.9138782878089564,0.8072790662087236,0.39291885292978657,0.8246054440151814,0.9113024825124244,0.8185,0.8698,0.8696,0.8189,0.8185,0.8048,0.8037,0.40343268875270105,0.4034326887526974,0.4034326887526465
107,0.00264249441925647,-9.095061876723032e-4,4.2465068145988233e-4,-0.6949652580652144,0.01612106663438444,0.01644436055822474,10000,10010,10,9.99000999000999e-4,4.048251748251748,50,20,0.6931471805599453,0.01,0.00508582269028084,0.00216101341133332,-0.00267103299716369,0.00508582269028084,0.0051629261466464,high01low2,0.13885882507419414,2.602237132346388,0.03807513131300105,1000,500,yes,0.996546568321199,0.9194151632865676,0.9991282458380883,0.9999020135451672,0.9976017902263644,0.7992895050851601,0.9982496431519784,0.9998600359002626,0.9914,0.9943,0.9946,0.9902,0.9914,0.9889,0.9902,0.6896727367230195,0.6896727367230129,0.6896727367231348
108,0.00762160359133106,-0.00348048729232915,0.00264863528697723,-0.4026437649979754,0.01927343875095542,0.01939993838527324,10000,10002,2,1.999600079984003e-4,3.4342131573685264,50,20,0.4054651081081644,0.02,0.01008923032651422,0.0041820149515966,-0.00526493732032021,0.01008923032651422,0.01019573065276206,high01low2,-0.00201642117527899,2.438489768973289,0.0238223234442448,1000,500,yes,0.6529855024482295,0.6138659800617694,0.7730485266116193,0.9112021843401414,0.7289093748451658,0.3343885255776665,0.7381492328087179,0.908612805103108,0.7455,0.806,0.807,0.7459,0.7455,0.7303,0.7288,0.40138997846894753,0.4013899784689307,0.40138997846874336
109,0.00744111278981556,-0.00345587306520642,0.00249738880432096,-0.6909258690830458,0.01958485257495616,0.01990146005528777,10000,10012,12,0.00119856172592888,4.036060333633004,50,20,0.6931471805599453,0.02,0.01017268278404626,0.00427656610313363,-0.00528823144606432,0.01017268278404626,0.01046507239500912,high01low2,0.13786344978163112,2.6132393309594564,0.04393184160935452,1000,500,yes,0.980449717823821,0.8903322506600589,0.9961458645777638,0.9998902172356252,0.991421063870549,0.7175642370270917,0.9922478895073218,0.9998444255029184,0.9783,0.9854,0.9859,0.9765,0.9783,0.9729,0.9751,0.6861807004279831,0.6861807004279552,0.6861807004276161
110,0.02137928947172891,-0.0107950329502046,0.00846599021671603,-0.40217151824665887,0.02925837869893858,0.02931680101570634,10000,10000,0,0,3.5298,50,20,0.4054651081081644,0.05,0.02522682752430476,0.01062768043584715,-0.01337997878193854,0.02522682752430476,0.02470305722772609,high01low2,-0.00516052008161846,2.473013805577957,0.04203144704769656,1000,500,yes,0.418930487536161,0.4617663950031711,0.5872069031443344,0.902713045252064,0.5431957255708636,0.23671235086497688,0.5437258261542697,0.9000883849829843,0.593,0.6695,0.6688,0.5945,0.593,0.5717,0.572,0.3951985022726012,0.39519850227260417,0.3951985022725744
111,0.02138349190880809,-0.01081860484916371,0.00854310888914779,-0.6852114016059008,0.02993553865095635,0.0299411725925627,10000,10004,4,3.9984006397441024e-4,3.8901329601119663,50,20,0.6931471805599453,0.05,0.02546857076129844,0.0109229307779914,-0.01339738788443477,0.02546857076129844,0.02560825162967206,high01low2,0.13478203235754763,2.6472980195170672,0.06099781960020255,1000,500,yes,0.8510155331520557,0.7969419873272375,0.9605838039028964,0.9998457984345152,0.9373621311098382,0.5348828345658163,0.937391630846136,0.999786502250446,0.9206,0.9428,0.9441,0.9185,0.9206,0.9093,0.9121,0.6755963019601953,0.6755963019602007,0.6755963019601474
112,0.00352548446081646,-0.00162688681621519,0.00113458092363508,-0.4050541743024226,0.00921828967992022,0.00927191062823276,10000,10001,1,9.999000099990002e-5,3.0575,100,20,0.4054651081081644,0.01,0.00502474510252918,0.00206801475370146,-0.00261370045053815,0.00502474510252918,0.00504726278088214,high01low2,-0.00100046410680799,2.427333855158212,0.01704625125222346,2000,1000,yes,0.9156986896768002,0.8189074604181221,0.9703875190949772,0.9969711201131838,0.9543305891176238,0.5860680345930365,0.957949282817018,0.9967296020971146,0.9435,0.9595,0.9606,0.9415,0.9435,0.9351,0.9368,0.40343268875270105,0.4034326887526974,0.4034326887526465
113,0.00838430186526396,-0.00406332817007057,0.00319142935284721,-0.4014454438905341,0.01248194107421368,0.01249729662317533,10000,10001,1,9.999000099990002e-5,3.184,100,20,0.4054651081081644,0.02,0.01008923032651422,0.0041820149515966,-0.00526493732032021,0.01008923032651422,0.01019573065276206,high01low2,-0.00201642117527899,2.438489768973289,0.0238223234442448,2000,1000,yes,0.774243706218381,0.724243073299255,0.9118873618493613,0.9967439653896942,0.8813977313922212,0.4648882007284997,0.8823957122230253,0.9964905419517004,0.8828,0.9117,0.9136,0.8799,0.8828,0.8693,0.872,0.40138997846894753,0.4013899784689307,0.40138997846874336
114,0.02200822052128492,-0.01125010590538849,0.00894054092466435,-0.4015171240631773,0.02191743126957247,0.02189106043002903,10000,10000,0,0,3.5369,100,20,0.4054651081081644,0.05,0.02522682752430476,0.01062768043584715,-0.01337997878193854,0.02522682752430476,0.02470305722772609,high01low2,-0.00516052008161846,2.473013805577957,0.04203144704769656,2000,1000,yes,0.47222191640139766,0.527762186497214,0.6934149715021418,0.9959588957074196,0.6476717035096675,0.29049459246142917,0.649337230124975,0.9956668355864424,0.714,0.7673,0.7681,0.7103,0.714,0.6897,0.6927,0.3951985022726012,0.39519850227260417,0.3951985022725744
115,0.00411258103511888,-0.00200566406067075,0.0014882841585949,-0.4036389068927324,0.00708805203573767,0.00709599497279108,10000,10000,0,0,2.5141,50,50,0.4054651081081644,0.01,0.00502474510252918,0.00206801475370146,-0.00261370045053815,0.00502474510252918,0.00504726278088214,high01low2,-0.00100046410680799,2.427333855158212,0.01704625125222346,2500,1250,no,0.990645348547746,0.9728620830920708,0.9970576525741066,0.9995173800387211,0.9939856695613812,0.7609571794927057,0.9955295827965516,0.99946545056525,0.9927,0.9928,0.9927,0.9912,0.991,0.9908,0.9907,0.40343268875270105,0.4034326887526974,0.4034326887526465
116,0.00894923274200244,-0.00449574469836264,0.00350489008027505,-0.4036099862883446,0.00858234611710789,0.00857926944936119,10000,10000,0,0,2.6203,50,50,0.4054651081081644,0.02,0.01008923032651422,0.0041820149515966,-0.00526493732032021,0.01008923032651422,0.01019573065276206,high01low2,-0.00201642117527899,2.438489768973289,0.0238223234442448,2500,1250,no,0.960882545758329,0.9448234144566904,0.9899148326173528,0.9994695016160702,0.9822559015242184,0.6781591165070495,0.9841122881005492,0.9994137792517376,0.979,0.979,0.979,0.9753,0.9758,0.9741,0.9742,0.40138997846894753,0.4013899784689307,0.40138997846874336
