scena,cluster_sizes,number_clusters,beta_X_list,latent_ICC,rho11,rho12,rho22,ordinal_dist_type,N,m,gamma0,gamma1,gamma2,small_cluster.x,small_cluster.y,Empirical,Empirical_noadj_model_based,Empirical_noadj_sandwich,Empirical_adj_model_based_K_ncat,Empirical_adj_sandwich_K_ncat,mean_est_beta_treat,mean_var_beta_treat,mean_sandwich_var_beta_treat,n_success,n_tried,n_bad,fail_rate,count_iter,mean_est_rho_1_1,mean_est_rho_1_2,mean_est_rho_2_2,mean_est_rho_1_3,mean_est_rho_2_3,mean_est_rho_3_3
60,50,100,0.4054651081081644,0.05,0.02532526695822606,0.00238433892037487,0.00366541323440195,even,5000,2500,-0.9344430726917672,0.2027325299515743,1.339908132540895,no,no,0.9963,0.9963,0.9963,0.9958,0.9958,-0.3973201733762181,0.00654030142413517,0.00649111142388619,10000,10000,0,0,2.8288,0.02434696398830366,0.00245718809804718,0.00335662173805616,-0.00686131438353953,0.00122996021558411,0.00339844425198296
61,50,10,0.4054651081081644,0.01,0.00512240352815277,-0.00130873409432636,7.604052634917283e-4,rare,500,250,0.6143421759537722,1.6082760389321409,2.4273332801459513,yes,yes,0.4265,0.7031,0.701,0.436,0.4265,-0.4011352841668174,0.0236381640021198,0.02435556080478451,10000,10167,167,0.0164256909609521,16.15209238057639,0.00120909789402485,3.889727099140287e-4,-0.00137630057161367,-5.553269726662929e-4,7.526324324797373e-4,-0.00127895476651777
62,50,10,0.4054651081081644,0.02,0.01018057904555025,-0.00268596493616035,0.00155385938618122,rare,500,250,0.6163950682600314,1.615304386449409,2.4384892349566445,yes,yes,0.3914,0.6676,0.6652,0.4023,0.3914,-0.4009299070184191,0.02784037894461987,0.02858083420346519,10000,10178,178,0.01748870112006288,16.619366926338625,0.00499549313156368,-5.554438897189612e-4,-8.910520642614918e-4,-0.00187478007334796,0.00117087470479215,-7.554902499976005e-4
63,50,10,0.4054651081081644,0.05,0.02531482939743231,-0.00684080741734957,0.00394013380311282,rare,500,250,0.622748834876065,1.6370561185964014,2.473014612461182,yes,yes,0.2974,0.5615,0.56,0.3073,0.2974,-0.4008379200989667,0.04239941134484445,0.04375966885739195,10000,10261,261,0.02543611733749147,23.04250932652661,0.01898418126827404,-0.00420567994431822,0.00132141105792568,-0.00744500092509292,0.00323060979622836,0.00177826529627226
64,50,20,0.4054651081081644,0.01,0.00512240352815277,-0.00130873409432636,7.604052634917283e-4,rare,1000,500,0.6143421759537722,1.6082760389321409,2.4273332801459513,yes,yes,0.7737,0.8596,0.8599,0.7736,0.7737,-0.4034322495564069,0.01573546340697713,0.01583488198016676,10000,10002,2,1.999600079984003e-4,3.89001099890011,0.00290918874912822,-1.88271955177794e-4,-5.31602939626657e-4,-0.00114320708009466,6.629597423529187e-4,-2.9020330176749256e-4
65,50,20,0.4054651081081644,0.02,0.01018057904555025,-0.00268596493616035,0.00155385938618122,rare,1000,500,0.6163950682600314,1.615304386449409,2.4384892349566445,yes,yes,0.7097,0.808,0.808,0.7105,0.7097,-0.4043011463541222,0.01872618427203304,0.01882588547793482,10000,10001,1,9.999000099990002e-5,4.053994600539946,0.00749220563230202,-0.00151744304808327,3.5861919869979687e-4,-0.00291958053480148,0.0012904384464907,5.91748917449092e-4
66,50,20,0.4054651081081644,0.05,0.02531482939743231,-0.00684080741734957,0.00394013380311282,rare,1000,500,0.622748834876065,1.6370561185964014,2.473014612461182,yes,yes,0.5531,0.6681,0.6672,0.5534,0.5531,-0.4005597001074709,0.02803201142550239,0.02812233613311897,10000,10007,7,6.995103427600679e-4,4.936844209053662,0.02144371406323757,-0.00521518838069055,0.0025823756197269,-0.00853898927796638,0.00315606452861587,0.00309982536344824
67,50,50,0.4054651081081644,0.01,0.00512240352815277,-0.00130873409432636,7.604052634917283e-4,rare,2500,1250,0.6143421759537722,1.6082760389321409,2.4273332801459513,no,no,0.9915,0.9915,0.9915,0.9876,0.988,-0.40514113566637855,0.00722900372415345,0.00723468295917082,10000,10000,0,0,2.8639,0.00402343513599651,-9.347423555455468e-4,2.2853964066026344e-4,-0.00162073249703202,7.258275673805261e-4,3.416361347734411e-4
68,50,50,0.4054651081081644,0.02,0.01018057904555025,-0.00268596493616035,0.00155385938618122,rare,2500,1250,0.6163950682600314,1.615304386449409,2.4384892349566445,no,no,0.9791,0.9792,0.9791,0.9709,0.9713,-0.4030505422451532,0.00874663047506906,0.00874827728195453,10000,10000,0,0,2.9432,0.00906507228370671,-0.00218719597719796,0.0010025967750664,-0.00363256095311413,0.00132590859028372,0.00133574030029156
69,50,50,0.4054651081081644,0.05,0.02531482939743231,-0.00684080741734957,0.00394013380311282,rare,2500,1250,0.622748834876065,1.6370561185964014,2.473014612461182,no,no,0.9133,0.9132,0.9133,0.8941,0.8943,-0.39822328652378713,0.01305783336388281,0.01305368101385073,10000,10000,0,0,3.1746,0.02357501327553494,-0.00603862917453871,0.00326176470262127,-0.00956118457213501,0.00332995357236022,0.0041188923339246
70,50,100,0.4054651081081644,0.01,0.00512240352815277,-0.00130873409432636,7.604052634917283e-4,rare,5000,2500,0.6143421759537722,1.6082760389321409,2.4273332801459513,no,no,0.9999,0.9999,0.9999,0.9999,0.9999,-0.4031625364378909,0.00381042186914029,0.00380715178075122,10000,10000,0,0,2.4477,0.00449396694341519,-0.00109579369436084,4.662420621938686e-4,-0.00185450414770203,6.371039426313728e-4,7.384795501654003e-4
71,50,100,0.4054651081081644,0.02,0.01018057904555025,-0.00268596493616035,0.00155385938618122,rare,5000,2500,0.6163950682600314,1.615304386449409,2.4384892349566445,no,no,0.9999,0.9999,0.9999,0.9999,0.9999,-0.4022198207702492,0.00460727459534799,0.0046039846764591,10000,10000,0,0,2.5496,0.00951204332549192,-0.0023892530711865,0.00120020746928561,-0.00384693925618654,0.00135671155739949,0.0015997337564734
72,50,100,0.4054651081081644,0.05,0.02531482939743231,-0.00684080741734957,0.00394013380311282,rare,5000,2500,0.622748834876065,1.6370561185964014,2.473014612461182,no,no,0.9932,0.9932,0.9932,0.9925,0.9926,-0.39654919268246575,0.00694400465795594,0.00693965945334913,10000,10000,0,0,2.7905,0.02457074563727488,-0.00648035788375227,0.00364737590692887,-0.01001285898512079,0.00344746081684791,0.0044305776948359
